note_id,anki_level,deck_name,first_study_date,last_review_date,finnish,translation,fields
1649593536411,Young,Finnish::Suomen Mestari 1,2025-06-20 09:32:18,2025-06-26 09:38:16,kiitos,спасибо,"{""Nominatiivi"": ""kiitos"", ""Sound"": ""[sound:fi_sm1_nom_25.mp3]"", ""Back"": ""спасибо"", ""Hint"": ""k..."", ""example_1_fin"": ""<span style=\""font-family: 'Liberation Sans'\""><b><i>Kiitos</i></b> samoin!</span>"", ""sound_example_1"": ""[sound:fi_sm1_ex3_25.mp3]"", ""example_1_rus"": ""<span style=\""font-family: Arial\"">Вам также <b><i>спасибо</i></b>!</span>"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536412,Young,Finnish::Suomen Mestari 1,2025-06-20 09:24:49,2025-06-26 09:50:21,maanantai,понедельник,"{""Nominatiivi"": ""maanantai"", ""Sound"": ""[sound:fi_sm1_nom_26.mp3]"", ""Back"": ""понедельник"", ""Hint"": ""m..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536413,Young,Finnish::Suomen Mestari 1,2025-06-20 09:29:03,2025-06-26 09:36:38,tiistai,вторник,"{""Nominatiivi"": ""tiistai"", ""Sound"": ""[sound:fi_sm1_nom_27.mp3]"", ""Back"": ""вторник"", ""Hint"": ""t..."", ""example_1_fin"": ""Kalle ja Peter pelaavat jalkapalloa <b><i>tiistaisin</i></b>."", ""sound_example_1"": ""[sound:fi_sm1_ex3_27.mp3]"", ""example_1_rus"": ""Калле и Петер играют в футбол <b><i>по вторникам</i></b>."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536414,Young,Finnish::Suomen Mestari 1,2025-06-20 09:29:07,2025-06-24 10:07:34,keskiviikko,среда,"{""Nominatiivi"": ""keskiviikko"", ""Sound"": ""[sound:fi_sm1_nom_28.mp3]"", ""Back"": ""среда"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536415,Mature,Finnish::Suomen Mestari 1,2025-06-20 09:29:09,2025-06-26 09:36:29,torstai,четверг,"{""Nominatiivi"": ""torstai"", ""Sound"": ""[sound:fi_sm1_nom_29.mp3]"", ""Back"": ""четверг"", ""Hint"": ""t..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536416,Young,Finnish::Suomen Mestari 1,2025-06-21 10:10:41,2025-06-26 09:55:24,perjantai,пятница,"{""Nominatiivi"": ""perjantai"", ""Sound"": ""[sound:fi_sm1_nom_30.mp3]"", ""Back"": ""пятница"", ""Hint"": ""p..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536417,Young,Finnish::Suomen Mestari 1,2025-06-21 10:10:55,2025-06-26 09:52:56,lauantai,суббота,"{""Nominatiivi"": ""lauantai"", ""Sound"": ""[sound:fi_sm1_nom_31.mp3]"", ""Back"": ""суббота"", ""Hint"": ""l..."", ""example_1_fin"": ""Eilen oli&nbsp;<b><i>lauantai</i></b> ja kaunis ilma."", ""sound_example_1"": ""[sound:fi_sm1_ex3_31.mp3]"", ""example_1_rus"": ""Вчера была <b><i>суббота</i></b> и прекрасная погода."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536418,Young,Finnish::Suomen Mestari 1,2025-06-21 10:11:22,2025-06-26 09:52:05,sunnuntai,воскресенье,"{""Nominatiivi"": ""sunnuntai"", ""Sound"": ""[sound:fi_sm1_nom_32.mp3]"", ""Back"": ""воскресенье"", ""Hint"": ""s..."", ""example_1_fin"": ""Joskus <b><i>sunnuntaisin</i></b> rouva Wigren syö aapupalaa ravintolassa."", ""sound_example_1"": ""[sound:fi_sm1_ex3_32.mp3]"", ""example_1_rus"": ""Иногда <i><b>по воскресеньям</b></i> госпожа Вигрен завтракает в ресторане."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536419,Young,Finnish::Suomen Mestari 1,2025-06-21 10:11:52,2025-06-26 09:49:17,viikonloppu,выходные,"{""Nominatiivi"": ""viikonloppu"", ""Sound"": ""[sound:fi_sm1_nom_33.mp3]"", ""Back"": ""выходные"", ""Hint"": ""v..."", ""example_1_fin"": ""Ihanaa, on <i><b>viikonloppu</b></i> ja minulla ei ole kiire."", ""sound_example_1"": ""[sound:fi_sm1_ex3_33.mp3]"", ""example_1_rus"": ""Хорошо, что <b><i>выходной</i></b> и я (никуда) не спешу."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536420,Young,Finnish::Suomen Mestari 1,2025-06-21 10:12:06,2025-06-26 09:55:47,toissapäivänä,позавчера,"{""Nominatiivi"": ""toissapäivänä"", ""Sound"": ""[sound:fi_sm1_nom_34.mp3]"", ""Back"": ""позавчера"", ""Hint"": ""t..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536421,Young,Finnish::Suomen Mestari 1,2025-06-21 10:12:09,2025-06-26 09:51:56,eilen,вчера,"{""Nominatiivi"": ""eilen"", ""Sound"": ""[sound:fi_sm1_nom_35.mp3]"", ""Back"": ""вчера"", ""Hint"": ""e..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536422,Young,Finnish::Suomen Mestari 1,2025-06-21 10:12:11,2025-06-26 09:54:25,tänään,сегодня,"{""Nominatiivi"": ""tänään"", ""Sound"": ""[sound:fi_sm1_nom_36.mp3]"", ""Back"": ""сегодня"", ""Hint"": ""t..."", ""example_1_fin"": ""<b><i>Tänään</i></b> Pedro kirjoittaa Mikkolle sähköpostia."", ""sound_example_1"": ""[sound:fi_sm1_ex3_36.mp3]"", ""example_1_rus"": ""<b><i>Сегодня</i></b> Педро пишет Микке по электронной почте."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536423,Young,Finnish::Suomen Mestari 1,2025-06-21 10:12:18,2025-06-26 09:55:10,huomenna,завтра,"{""Nominatiivi"": ""huomenna"", ""Sound"": ""[sound:fi_sm1_nom_37.mp3]"", ""Back"": ""завтра"", ""Hint"": ""h..."", ""example_1_fin"": ""Nähdään huomenna!"", ""sound_example_1"": ""[sound:fi_sm1_ex3_37.mp3]"", ""example_1_rus"": ""Увидимся завтра!"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536424,Young,Finnish::Suomen Mestari 1,2025-06-21 10:15:11,2025-06-26 09:51:28,ylihuomenna,послезавтра,"{""Nominatiivi"": ""ylihuomenna"", ""Sound"": ""[sound:fi_sm1_nom_38.mp3]"", ""Back"": ""послезавтра"", ""Hint"": ""y..."", ""example_1_fin"": ""Ajamme <b><i>ylihuomenna</i></b> Helsinkiin."", ""sound_example_1"": ""[sound:fi_sm1_ex3_38.mp3]"", ""example_1_rus"": ""<b><i>Завтра</i></b> приезжаем в Хельсинки."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536425,Young,Finnish::Suomen Mestari 1,2025-06-21 10:12:47,2025-06-26 09:53:22,Hyvää viikonloppuna!,Хороших выходных!,"{""Nominatiivi"": ""Hyvää viikonloppuna!"", ""Sound"": ""[sound:fi_sm1_nom_39.mp3]"", ""Back"": ""Хороших выходных!"", ""Hint"": ""h..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536426,Young,Finnish::Suomen Mestari 1,2025-06-22 10:00:47,2025-06-27 10:08:40,numero,номер,"{""Nominatiivi"": ""numero"", ""Sound"": ""[sound:fi_sm1_nom_40.mp3]"", ""Back"": ""номер"", ""Hint"": ""n..."", ""example_1_fin"": ""Tavallisesti opettaja tulee töihin bussilla <b><i>numero</i></b> 67."", ""sound_example_1"": ""[sound:fi_sm1_ex3_40.mp3]"", ""example_1_rus"": ""Обычно преподаватель едет на работу на автобусе,&nbsp;<b><i>номер</i></b> 67."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536427,Young,Finnish::Suomen Mestari 1,2025-06-22 10:00:58,2025-06-27 10:09:05,nolla,ноль,"{""Nominatiivi"": ""nolla"", ""Sound"": ""[sound:fi_sm1_nom_41.mp3]"", ""Back"": ""ноль"", ""Hint"": ""n..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536428,Young,Finnish::Suomen Mestari 1,2025-06-22 10:02:27,2025-06-27 10:10:02,yksi,один,"{""Nominatiivi"": ""yksi"", ""Sound"": ""[sound:fi_sm1_nom_42.mp3]"", ""Back"": ""один"", ""Hint"": ""y..."", ""example_1_fin"": ""<b><i>Yksi</i></b> asiakas kysyy, missä ovat kastenkirjat."", ""sound_example_1"": ""[sound:fi_sm1_ex3_42.mp3]"", ""example_1_rus"": ""<b><i>Один</i></b> покупатель спрашивает, где книги для детей."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536429,Young,Finnish::Suomen Mestari 1,2025-06-22 10:02:32,2025-06-27 10:09:23,kaksi,два,"{""Nominatiivi"": ""kaksi"", ""Sound"": ""[sound:fi_sm1_nom_43.mp3]"", ""Back"": ""два"", ""Hint"": ""k..."", ""example_1_fin"": ""Luulen, että kokous on kello <b><i>kaksi</i></b>."", ""sound_example_1"": ""[sound:fi_sm1_ex3_43.mp3]"", ""example_1_rus"": ""Думаю, что собрание в <b><i>два</i></b> часа."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536430,Young,Finnish::Suomen Mestari 1,2025-06-22 10:03:14,2025-06-27 10:03:09,kolme,три,"{""Nominatiivi"": ""kolme"", ""Sound"": ""[sound:fi_sm1_nom_44.mp3]"", ""Back"": ""три"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536431,Young,Finnish::Suomen Mestari 1,2025-06-22 10:03:41,2025-06-27 10:09:33,neljä,четыре,"{""Nominatiivi"": ""neljä"", ""Sound"": ""[sound:fi_sm1_nom_45.mp3]"", ""Back"": ""четыре"", ""Hint"": ""n..."", ""example_1_fin"": ""Keittiössä on <b><i>neljä</i></b> tuoliä."", ""sound_example_1"": ""[sound:fi_sm1_ex3_45.mp3]"", ""example_1_rus"": ""На кухне <b><i>четыре</i></b> стула."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536432,Young,Finnish::Suomen Mestari 1,2025-06-22 10:03:45,2025-06-26 09:37:27,viisi,пять,"{""Nominatiivi"": ""viisi"", ""Sound"": ""[sound:fi_sm1_nom_46.mp3]"", ""Back"": ""пять"", ""Hint"": ""v..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536433,Young,Finnish::Suomen Mestari 1,2025-06-22 10:04:09,2025-06-27 10:03:50,kuusi (numero),шесть,"{""Nominatiivi"": ""kuusi (<i>numero</i>)"", ""Sound"": ""[sound:fi_sm1_nom_47.mp3]"", ""Back"": ""шесть"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536434,Young,Finnish::Suomen Mestari 1,2025-06-22 10:04:36,2025-06-26 09:53:36,seitsemän,семь,"{""Nominatiivi"": ""seitsemän"", ""Sound"": ""[sound:fi_sm1_nom_48.mp3]"", ""Back"": ""семь"", ""Hint"": ""s..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536435,Young,Finnish::Suomen Mestari 1,2025-06-22 10:04:41,2025-06-27 10:02:48,kahdeksan,восемь,"{""Nominatiivi"": ""kahdeksan"", ""Sound"": ""[sound:fi_sm1_nom_49.mp3]"", ""Back"": ""восемь"", ""Hint"": ""k..."", ""example_1_fin"": ""Olen töissä <b><i>kahdeksan</i></b> tuntia."", ""sound_example_1"": ""[sound:fi_sm1_ex3_49.mp3]"", ""example_1_rus"": ""Я на работе<b><i> восемь</i></b> часов."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536436,Young,Finnish::Suomen Mestari 1,2025-06-23 09:40:15,2025-06-28 10:21:24,yhdeksän,девять,"{""Nominatiivi"": ""yhdeksän"", ""Sound"": ""[sound:fi_sm1_nom_50.mp3]"", ""Back"": ""девять"", ""Hint"": ""y..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536437,Young,Finnish::Suomen Mestari 1,2025-06-23 09:40:25,2025-06-28 10:19:37,kymmenen,десять,"{""Nominatiivi"": ""kymmenen"", ""Sound"": ""[sound:fi_sm1_nom_51.mp3]"", ""Back"": ""десять"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536438,Young,Finnish::Suomen Mestari 1,2025-06-23 09:40:31,2025-06-27 10:07:02,yksitoista,одиннадцать,"{""Nominatiivi"": ""yksitoista"", ""Sound"": ""[sound:fi_sm1_nom_52.mp3]"", ""Back"": ""одиннадцать"", ""Hint"": ""y..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536439,Young,Finnish::Suomen Mestari 1,2025-06-23 09:40:35,2025-06-28 10:19:25,kaksitoista,двенадцать,"{""Nominatiivi"": ""kaksitoista"", ""Sound"": ""[sound:fi_sm1_nom_53.mp3]"", ""Back"": ""двенадцать"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536440,Young,Finnish::Suomen Mestari 1,2025-06-23 09:40:40,2025-06-27 10:07:42,se,это (когда говорящий не указывает на предмет),"{""Nominatiivi"": ""se"", ""Sound"": ""[sound:fi_sm1_nom_54.mp3]"", ""Back"": ""это (<i>когда говорящий не указывает на предмет</i>)"", ""Hint"": ""s..."", ""example_1_fin"": ""<b><i>Se</i></b> on museo."", ""sound_example_1"": ""[sound:fi_sm1_ex3_54.mp3]"", ""example_1_rus"": ""<b><i>Это</i></b> музей."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536441,Young,Finnish::Suomen Mestari 1,2025-06-23 09:40:57,2025-06-28 10:19:31,te,вы,"{""Nominatiivi"": ""te"", ""Sound"": ""[sound:fi_sm1_nom_55.mp3]"", ""Back"": ""вы"", ""Hint"": ""t..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536442,Young,Finnish::Suomen Mestari 1,2025-06-23 09:41:07,2025-06-28 10:18:20,puisto,парк,"{""Nominatiivi"": ""puisto"", ""Sound"": ""[sound:fi_sm1_nom_56.mp3]"", ""Back"": ""парк"", ""Hint"": ""p..."", ""example_1_fin"": ""He istuvat <b><i>puisto</i></b>ssa ja puhuvat ja nauravat."", ""sound_example_1"": ""[sound:fi_sm1_ex3_56.mp3]"", ""example_1_rus"": ""Они сидят в <b style=\""font-style: italic;\"">парк</b>е, разговаривают и смеются."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536443,Young,Finnish::Suomen Mestari 1,2025-06-23 09:41:19,2025-06-28 10:19:03,loppua,"кончаться, заканчиваться","{""Nominatiivi"": ""loppua"", ""Sound"": ""[sound:fi_sm1_nom_57.mp3]"", ""Back"": ""кончаться, заканчиваться"", ""Hint"": ""l..."", ""example_1_fin"": ""Työpäivä <b><i>loppua</i></b> kello 17."", ""sound_example_1"": ""[sound:fi_sm1_ex3_57.mp3]"", ""example_1_rus"": ""Рабочий день <b><i>заканчивается</i></b> в 17 часов."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536444,Young,Finnish::Suomen Mestari 1,2025-06-23 09:41:21,2025-06-28 10:17:11,kello (kone),часы,"{""Nominatiivi"": ""kello (<i>kone</i>)"", ""Sound"": ""[sound:fi_sm1_nom_58.mp3]"", ""Back"": ""часы"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536445,Young,Finnish::Suomen Mestari 1,2025-06-23 09:41:38,2025-06-28 10:19:13,muu,"другой, прочий","{""Nominatiivi"": ""muu"", ""Sound"": ""[sound:fi_sm1_nom_59.mp3]"", ""Back"": ""другой, прочий"", ""Hint"": ""m..."", ""example_1_fin"": ""<b><i>Muu</i></b>t opiskelijat menevät kotiin."", ""sound_example_1"": ""[sound:fi_sm1_ex3_59.mp3]"", ""example_1_rus"": ""<b><i>Другие</i></b> учащиеся идут домой."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536446,Young,Finnish::Suomen Mestari 1,2025-06-24 10:08:48,2025-06-28 10:18:43,opiskelija,студент,"{""Nominatiivi"": ""opiskelija"", ""Sound"": ""[sound:fi_sm1_nom_60.mp3]"", ""Back"": ""студент"", ""Hint"": ""o..."", ""example_1_fin"": ""Mita suomen opettaja sanoo <b><i>opiskelijoille</i></b>?"", ""sound_example_1"": ""[sound:fi_sm1_ex3_60.mp3]"", ""example_1_rus"": ""Что преподаватель финского языка сказал <b><i>студентам</i></b>?"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536447,Young,Finnish::Suomen Mestari 1,2025-06-24 10:04:40,2025-06-29 09:40:08,koti,дом,"{""Nominatiivi"": ""koti"", ""Sound"": ""[sound:fi_sm1_nom_61.mp3]"", ""Back"": ""дом"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536448,Young,Finnish::Suomen Mestari 1,2025-06-24 10:05:07,2025-06-29 09:40:48,mutta,но,"{""Nominatiivi"": ""mutta"", ""Sound"": ""[sound:fi_sm1_nom_62.mp3]"", ""Back"": ""но"", ""Hint"": ""m..."", ""example_1_fin"": ""Koulu loppu kello 14, <i><b>mutta</b></i> Kalle ei mene heti kotiin."", ""sound_example_1"": ""[sound:fi_sm1_ex3_62.mp3]"", ""example_1_rus"": ""Школа заканчивается в 14, <b><i>но</i></b> Калле не идет домой сразу."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536449,Young,Finnish::Suomen Mestari 1,2025-06-24 10:05:13,2025-06-29 09:42:11,kioski,киоск,"{""Nominatiivi"": ""kioski"", ""Sound"": ""[sound:fi_sm1_nom_63.mp3]"", ""Back"": ""киоск"", ""Hint"": ""k..."", ""example_1_fin"": ""<b><i>Kioskin</i></b>&nbsp;naapurissa asuu Petteri Saranen."", ""sound_example_1"": ""[sound:fi_sm1_ex3_63.mp3]"", ""example_1_rus"": ""По соседству&nbsp;<b><i>с киоском</i></b>&nbsp;живет Петтери Сааранен."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536450,Young,Finnish::Suomen Mestari 1,2025-06-24 10:05:17,2025-06-29 09:41:46,jäätelö,мороженое,"{""Nominatiivi"": ""jäätelö"", ""Sound"": ""[sound:fi_sm1_nom_64.mp3]"", ""Back"": ""мороженое"", ""Hint"": ""j..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536451,Young,Finnish::Suomen Mestari 1,2025-06-24 10:06:47,2025-06-29 09:41:24,säästää (1),экономить,"{""Nominatiivi"": ""säästää (1)"", ""Sound"": ""[sound:fi_sm1_nom_65.mp3]"", ""Back"": ""экономить"", ""Hint"": """", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536452,Young,Finnish::Suomen Mestari 1,2025-06-24 10:07:07,2025-06-29 09:38:44,istua,сидеть,"{""Nominatiivi"": ""istua"", ""Sound"": ""[sound:fi_sm1_nom_66.mp3]"", ""Back"": ""сидеть"", ""Hint"": ""i..."", ""example_1_fin"": ""Ihmiset <b><i>istuvat</i></b> kotona ja katsovat televisiota."", ""sound_example_1"": ""[sound:fi_sm1_ex3_66.mp3]"", ""example_1_rus"": ""Люди <b><i>сидят</i></b> дома и смотрят телевизор."", ""example_2_fin"": ""Kursilla minun täyttyy&nbsp;<b><i>istua</i></b>&nbsp;tuolilla koko päivän."", ""sound_example_2"": ""[sound:fi_sm1_ex5_66.mp3]"", ""example_2_rus"": ""На курсах мне приходится <b><i>сидеть</i></b> на стуле целый день.""}"
1649593536453,Young,Finnish::Suomen Mestari 1,2025-06-24 10:07:19,2025-06-29 09:38:05,puhua (+ partitiivi),говорить,"{""Nominatiivi"": ""puhua (+ <i>partitiivi</i>)"", ""Sound"": ""[sound:fi_sm1_nom_67.mp3]"", ""Back"": ""говорить"", ""Hint"": ""p..."", ""example_1_fin"": ""Päivää. <b><i>Puhutteko</i></b> suomea?"", ""sound_example_1"": ""[sound:fi_sm1_ex3_67.mp3]"", ""example_1_rus"": ""Добрый день. (Вы)&nbsp;<b><i>говорите</i></b> по-фински?"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536454,Young,Finnish::Suomen Mestari 1,2025-06-24 10:07:32,2025-06-28 10:18:51,nauraa,смеяться,"{""Nominatiivi"": ""nauraa"", ""Sound"": ""[sound:fi_sm1_nom_68.mp3]"", ""Back"": ""смеяться"", ""Hint"": ""n..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536455,Young,Finnish::Suomen Mestari 1,2025-06-24 10:12:16,2025-07-07 08:52:46,minkämaalainen,из какой страны,"{""Nominatiivi"": ""minkämaalainen"", ""Sound"": ""[sound:fi_sm1_nom_69.mp3]"", ""Back"": ""из какой страны"", ""Hint"": ""m..."", ""example_1_fin"": ""<span style=\""font-family: 'Liberation Sans'\""><b><i>Mink</i></b></span><span style=\""font-family: 'Liberation Sans';\""><b><i>ä</i></b></span><span style=\""font-family: 'Liberation Sans'\""><b><i>maalainen</i></b> sina olet?</span>"", ""sound_example_1"": ""[sound:fi_sm1_ex3_69.mp3]"", ""example_1_rus"": ""<span style=\""font-family: Arial\""><b><i>Из какой</i></b> ты <b><i>страны</i></b>?</span>"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536456,Young,Finnish::Suomen Mestari 1,2025-06-26 09:52:43,2025-07-01 09:28:33,brasilialainen (nomini),"бразилец, браильянка","{""Nominatiivi"": ""brasilialainen (<i>nomini</i>)"", ""Sound"": ""[sound:fi_sm1_nom_70.mp3]"", ""Back"": ""бразилец, браильянка"", ""Hint"": ""b..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536457,Young,Finnish::Suomen Mestari 1,2025-06-26 09:49:36,2025-07-01 09:24:29,venäläinen (nomini),русский,"{""Nominatiivi"": ""venäläinen (<i>nomini</i>)"", ""Sound"": ""[sound:fi_sm1_nom_71.mp3]"", ""Back"": ""русский"", ""Hint"": ""v..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536458,Young,Finnish::Suomen Mestari 1,2025-06-26 09:50:15,2025-07-01 09:30:06,kotoisin,(быть) родом&nbsp;(откуда-л.),"{""Nominatiivi"": ""kotoisin"", ""Sound"": ""[sound:fi_sm1_nom_72.mp3]"", ""Back"": ""(быть) родом&nbsp;(<i>откуда-л.</i>)"", ""Hint"": ""k..."", ""example_1_fin"": ""Mista sinä olet <b><i>kotoisin</i></b>?"", ""sound_example_1"": ""[sound:fi_sm1_ex3_72.mp3]"", ""example_1_rus"": ""Откуда ты <b><i>родом</i></b>?"", ""example_2_fin"": ""Spagetti on <b><i>kotoisin</i></b> Italiasta."", ""sound_example_2"": ""[sound:fi_sm1_ex5_72.mp3]"", ""example_2_rus"": ""Спагетти <b><i>родом</i></b> из Италии.""}"
1649593536459,Young,Finnish::Suomen Mestari 1,2025-06-26 09:50:32,2025-07-01 09:29:37,Etelä-Afrikka,Южная Африка,"{""Nominatiivi"": ""Etelä-Afrikka"", ""Sound"": ""[sound:fi_sm1_nom_73.mp3]"", ""Back"": ""Южная Африка"", ""Hint"": ""E..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536460,Young,Finnish::Suomen Mestari 1,2025-06-26 09:50:51,2025-07-01 09:28:02,ai jaa,ах да,"{""Nominatiivi"": ""ai jaa"", ""Sound"": ""[sound:fi_sm1_nom_74.mp3]"", ""Back"": ""ах да"", ""Hint"": ""a..."", ""example_1_fin"": ""- Minä olen kotoisin Etelä-Aftikasta.<div>-&nbsp;<i style=\""font-weight: bold;\"">Ai jaa</i>. Mitä kieltä sinä puhut?</div>"", ""sound_example_1"": ""[sound:fi_sm1_ex3_74.mp3]"", ""example_1_rus"": ""- Я родом из Южной Африки.<div>-&nbsp;<b><i>Ах да</i></b>. На скольких языках ты говоришь?</div>"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536461,Young,Finnish::Suomen Mestari 1,2025-06-26 09:51:14,2025-06-30 08:31:08,kieli,язык,"{""Nominatiivi"": ""kieli"", ""Sound"": ""[sound:fi_sm1_nom_75.mp3]"", ""Back"": ""язык"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536462,Young,Finnish::Suomen Mestari 1,2025-06-26 09:51:54,2025-06-30 08:27:05,minun,мой,"{""Nominatiivi"": ""minun"", ""Sound"": ""[sound:fi_sm1_nom_76.mp3]"", ""Back"": ""мой"", ""Hint"": ""m..."", ""example_1_fin"": ""<span style=\""font-family: 'Liberation Sans'\""><b><i>Minun</i></b> nimi on Alex.</span>"", ""sound_example_1"": ""[sound:fi_sm1_ex3_76.mp3]"", ""example_1_rus"": ""<b><i>Моё</i></b> имя Алекс."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
